site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,current,weather_station,temperature_noaa,precip_noaa
"Hudson River, West 145th Street",2018-08-23,2018,8,2018-08-23T13:25:00Z,350,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8530505,8530505,2018-08-23T11:34:00Z,4.074,TRUE,1.85,-2.696604229972729,Central Park,70.97,0
"Harlem River, North Cove",2018-08-23,2018,8,2018-08-23T14:17:00Z,368,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8518902,8518902,2018-08-23T11:54:00Z,3.737,TRUE,2.3833333333333333,-2.9253666063333625,Central Park,70.97,0
"Hutchinson River, Amtrak Bridge",2018-08-23,2018,8,2018-08-23T11:15:00Z,400,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8518490,8518490,2018-08-23T08:28:00Z,0.354,TRUE,2.783333333333333,7.142056784345892,Central Park,70.97,0
Prospect Park Lake,2018-08-23,2018,8,2018-08-23T11:35:00Z,404,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8517921,8517921,2018-08-23T10:45:00Z,4.512,TRUE,0.8333333333333334,-1.5278397023708543,Central Park,70.97,0
"Hudson River, West 172nd Street",2018-08-23,2018,8,2018-08-23T13:10:00Z,422,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8518902,8518902,2018-08-23T11:54:00Z,3.737,TRUE,1.2666666666666666,-1.9181727555632644,Central Park,70.97,0
"Saw Mill River, daylighted section",2018-08-23,2018,8,2018-08-23T14:52:00Z,670,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8530095,8530095,2018-08-23T12:08:00Z,3.636,TRUE,2.7333333333333334,-2.8243537131647485,Central Park,70.97,0
"Harlem River, Muscota Marsh",2018-08-23,2018,8,2018-08-23T14:44:00Z,909,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8518903,8518903,2018-08-23T11:55:00Z,3.68,TRUE,2.816666666666667,-2.9347147968359217,Central Park,70.97,0
"Coney Island Creek, West 21st Street",2018-08-23,2018,8,2018-08-23T12:48:00Z,935,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8517741,8517741,2018-08-23T10:25:00Z,4.454,TRUE,2.3833333333333333,-3.4773639240370517,Central Park,70.97,0
"Harlem River, Little Hell Gate",2018-08-23,2018,8,2018-08-23T12:37:00Z,1090,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8517401,8517401,2018-08-23T08:45:00Z,1.052,TRUE,3.8666666666666667,3.540033449610901,Central Park,70.97,0
"Newtown Creek, Turning Basin",2018-08-23,2018,8,2018-08-23T14:01:00Z,1585,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8517673,8517673,2018-08-23T12:25:00Z,3.899,TRUE,1.6,-2.4382496677154717,Central Park,70.97,0
"Newtown Creek, East Branch",2018-08-23,2018,8,2018-08-23T14:25:00Z,1674,1.96,0,0.72,0.11,0,0.02,0.07,1.04,373 ,Unacceptable,8518699,8518699,2018-08-23T11:48:00Z,4.017,TRUE,2.6166666666666667,-3.1523373757331634,Central Park,70.97,0
"Bronx Kill, west end",2018-08-23,2018,8,2018-08-23T12:22:00Z,2282,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8518643,8518643,2018-08-23T06:24:00Z,0.871,TRUE,5.966666666666667,0.8647007314141295,Central Park,70.97,0
"Bronx Kill, east end",2018-08-23,2018,8,2018-08-23T12:10:00Z,2489,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8518639,8518639,2018-08-23T08:56:00Z,0.137,TRUE,3.2333333333333334,6.337829561033994,Central Park,70.97,0
"Coney Island Creek, Kaiser Park",2018-08-23,2018,8,2018-08-23T12:38:00Z,5938,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8517811,8517811,2018-08-23T10:28:00Z,4.498,TRUE,2.1666666666666665,-3.1808510922553803,Central Park,70.97,0
"Hudson River, Pier 13",2018-08-23,2018,8,2018-08-23T10:30:00Z,6167,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8530645,8530645,2018-08-23T05:15:00Z,0.635,TRUE,5.25,1.3916447744619684,Central Park,70.97,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-08-23,2018,8,2018-08-23T14:00:00Z,17329,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable,8518902,8518902,2018-08-23T11:54:00Z,3.737,TRUE,2.1,-2.7576351384616586,Central Park,70.97,0
Little Neck Bay,2018-08-23,2018,8,2018-08-23T13:25:00Z,0,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Not Detected,8516990,8516990,2018-08-23T08:48:00Z,0.44,TRUE,4.616666666666666,4.307558751707203,Central Park,70.97,0
"East River, Dumbo Cove",2018-08-30,2018,8,2018-08-30T17:09:00Z,10,0,0,0,0,0,0,0,0,,Good,8517847,8517847,2018-08-30T15:25:00Z,4.712,TRUE,1.7333333333333334,-3.11826978352892,Central Park,84.02,0
"Coney Island Creek, West 21st Street",2018-08-30,2018,8,2018-08-30T13:50:00Z,10,0,0,0,0,0,0,0,0,,Good,8517741,8517741,2018-08-30T08:37:00Z,0.313,TRUE,5.216666666666667,2.244487627375025,Central Park,84.02,0
"East River, Gantry State Park",2018-08-30,2018,8,2018-08-30T13:44:00Z,10,0,0,0,0,0,0,0,0,,Good,8517673,8517673,2018-08-30T10:17:00Z,0.301,TRUE,3.45,4.0591505416541525,Central Park,84.02,0
"Flushing Bay, World's Fair Marina Pier 1 West",2018-08-30,2018,8,2018-08-30T13:30:00Z,10,0,0,0,0,0,0,0,0,,Good,8517251,8517251,2018-08-30T09:21:00Z,0.335,FALSE,4.15,3.6696674972826213,Central Park,84.02,0
"Flushing Bay, World's Fair Marina Pier 1 East",2018-08-30,2018,8,2018-08-30T13:24:00Z,10,0,0,0,0,0,0,0,0,,Good,8517251,8517251,2018-08-30T09:21:00Z,0.335,FALSE,4.05,3.8141964783620015,Central Park,84.02,0
"Hudson River, Pier 96",2018-08-30,2018,8,2018-08-30T12:27:00Z,10,0,0,0,0,0,0,0,0,,Good,8530645,8530645,2018-08-30T09:36:00Z,0.321,TRUE,2.85,4.428144325263557,Central Park,84.02,0
"Jamaica Bay, Plumb Beach",2018-08-30,2018,8,2018-08-30T12:27:00Z,10,0,0,0,0,0,0,0,0,,Good,8517531,8517531,2018-08-30T08:51:00Z,0.328,TRUE,3.6,4.726207659339353,Central Park,84.02,0
"Hudson River, Pier 99 Boat Ramp",2018-08-30,2018,8,2018-08-30T11:42:00Z,10,0,0,0,0,0,0,0,0,,Good,8530645,8530645,2018-08-30T09:36:00Z,0.321,TRUE,2.1,4.009288669476933,Central Park,84.02,0
"East River, Anable Basin",2018-08-30,2018,8,2018-08-30T12:15:00Z,20,0,0,0,0,0,0,0,0,,Good,8517673,8517673,2018-08-30T10:17:00Z,0.301,TRUE,1.9666666666666666,3.410811616148911,Central Park,84.02,0
"Hudson River, Inwood Canoe Club",2018-08-30,2018,8,2018-08-30T12:00:00Z,20,0,0,0,0,0,0,0,0,,Good,8518902,8518902,2018-08-30T10:30:00Z,0.356,TRUE,1.5,2.896546695988636,Central Park,84.02,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-08-30,2018,8,2018-08-30T14:25:00Z,30,0,0,0,0,0,0,0,0,,Good,8518902,8518902,2018-08-30T10:30:00Z,0.356,TRUE,3.9166666666666665,3.499514659818289,Central Park,84.02,0
"Hudson River, Pier 84",2018-08-30,2018,8,2018-08-30T12:17:00Z,30,0,0,0,0,0,0,0,0,,Good,8530645,8530645,2018-08-30T09:36:00Z,0.321,TRUE,2.683333333333333,4.396060241524451,Central Park,84.02,0
"Harlem River, Little Hell Gate",2018-08-30,2018,8,2018-08-30T13:42:27Z,40,0,0,0,0,0,0,0,0,,Fair,8517401,8517401,2018-08-30T13:06:00Z,0.532,TRUE,0.6076514471901787,2.219720137989388,Central Park,84.02,0
"Newtown Creek, 2nd Street Kayak Launch",2018-08-30,2018,8,2018-08-30T14:04:00Z,41,0,0,0,0,0,0,0,0,,Fair,8517673,8517673,2018-08-30T10:17:00Z,0.301,TRUE,3.783333333333333,3.901973058430838,Central Park,84.02,0
"Hudson River, Frank Sinatra Park",2018-08-30,2018,8,2018-08-30T13:58:00Z,41,0,0,0,0,0,0,0,0,,Fair,8530645,8530645,2018-08-30T09:36:00Z,0.321,TRUE,4.366666666666666,3.1472202703485608,Central Park,84.02,0
"Coney Island Creek, Calvert Vaux Park",2018-08-30,2018,8,2018-08-30T13:56:00Z,41,0,0,0,0,0,0,0,0,,Fair,8517811,8517811,2018-08-30T08:57:00Z,0.36,TRUE,4.983333333333333,2.233135595891307,Central Park,84.02,0
"Buttermilk Channel, Valentino Pier",2018-08-30,2018,8,2018-08-30T13:50:00Z,41,0,0,0,0,0,0,0,0,,Fair,8517921,8517921,2018-08-30T09:09:00Z,0.318,TRUE,4.683333333333334,2.6606913626771282,Central Park,84.02,0
Prospect Park Lake,2018-08-30,2018,8,2018-08-30T11:35:00Z,63,0,0,0,0,0,0,0,0,,Fair,8517921,8517921,2018-08-30T09:09:00Z,0.318,TRUE,2.433333333333333,4.638048854701897,Central Park,84.02,0
"Bronx Kill, east end",2018-08-30,2018,8,2018-08-30T12:40:00Z,70,0,0,0,0,0,0,0,0,,Fair,8518639,8518639,2018-08-30T12:04:00Z,0.239,TRUE,0.6,2.1491987231131504,Central Park,84.02,0
"Hudson River, West 145th Street",2018-08-30,2018,8,2018-08-30T13:10:00Z,72,0,0,0,0,0,0,0,0,,Fair,8530505,8530505,2018-08-30T09:49:00Z,0.311,TRUE,3.35,4.200499549278114,Central Park,84.02,0
Flushing Creek,2018-08-30,2018,8,2018-08-30T13:50:00Z,74,0,0,0,0,0,0,0,0,85 ,Fair,8517251,8517251,2018-08-30T09:21:00Z,0.335,FALSE,4.483333333333333,3.114473103094486,Central Park,84.02,0
"East River, Hallets Cove",2018-08-30,2018,8,2018-08-30T12:10:00Z,85,0,0,0,0,0,0,0,0,,Fair,8518668,8518668,2018-08-30T11:27:00Z,0.193,TRUE,0.7166666666666667,1.783466403331381,Central Park,84.02,0
"Harlem River, North Cove",2018-08-30,2018,8,2018-08-30T14:04:00Z,111,0,0,0,0,0,0,0,0,,Unacceptable,8518902,8518902,2018-08-30T10:30:00Z,0.356,TRUE,3.566666666666667,3.8114211003848983,Central Park,84.02,0
"Bronx Kill, west end",2018-08-30,2018,8,2018-08-30T13:33:00Z,122,0,0,0,0,0,0,0,0,,Unacceptable,8518643,8518643,2018-08-30T11:28:00Z,0.179,TRUE,2.0833333333333335,4.314753623220133,Central Park,84.02,0
"Hudson River, West 172nd Street",2018-08-30,2018,8,2018-08-30T12:44:00Z,261,0,0,0,0,0,0,0,0,,Unacceptable,8518902,8518902,2018-08-30T10:30:00Z,0.356,TRUE,2.2333333333333334,3.748865168449501,Central Park,84.02,0
Van Cortlandt Park Lake,2018-08-30,2018,8,2018-08-30T13:00:00Z,277,0,0,0,0,0,0,0,0,,Unacceptable,8518905,8518905,2018-08-30T10:10:00Z,0.285,TRUE,2.8333333333333335,3.918247616282541,Central Park,84.02,0
"Coney Island Creek, Kaiser Park",2018-08-30,2018,8,2018-08-30T13:20:00Z,448,0,0,0,0,0,0,0,0,,Unacceptable,8517811,8517811,2018-08-30T08:57:00Z,0.36,TRUE,4.383333333333334,3.441114609617142,Central Park,84.02,0
"Hutchinson River, Amtrak Bridge",2018-08-30,2018,8,2018-08-30T13:20:00Z,541,0,0,0,0,0,0,0,0,,Unacceptable,8518490,8518490,2018-08-30T11:53:00Z,0.163,TRUE,1.45,5.616875470298198,Central Park,84.02,0
"Flushing Meadows-Corona Park, Meadow Lake",2018-08-30,2018,8,2018-08-30T12:45:00Z,609,0,0,0,0,0,0,0,0,,Unacceptable,8517251,8517251,2018-08-30T09:21:00Z,0.335,FALSE,3.4,4.471645647721656,Central Park,84.02,0
"Flushing Bay, World's Fair Marina Boat Ramp",2018-08-30,2018,8,2018-08-30T13:40:00Z,733,0,0,0,0,0,0,0,0,,Unacceptable,8517251,8517251,2018-08-30T09:21:00Z,0.335,FALSE,4.316666666666666,3.4056250953534213,Central Park,84.02,0
"Hudson River, Hoboken Cove Beach",2018-08-30,2018,8,2018-08-30T13:49:00Z,1254,0,0,0,0,0,0,0,0,,Unacceptable,8530645,8530645,2018-08-30T09:36:00Z,0.321,TRUE,4.216666666666667,3.3886549985782892,Central Park,84.02,0
"Hudson River, Pier 40",2018-08-30,2018,8,2018-08-30T16:29:00Z,0,0,0,0,0,0,0,0,0,0 (duplicate,Not Detected,8518750,8518750,2018-08-30T15:13:00Z,4.95,TRUE,1.2666666666666666,-2.387610938971837,Central Park,84.02,0
"Hudson River, Pier 66",2018-08-30,2018,8,2018-08-30T15:35:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8530645,8530645,2018-08-30T15:26:00Z,4.752,TRUE,0.15,-0.2873875174704008,Central Park,84.02,0
"Bronx River, Hunts Point Riverside Park",2018-08-30,2018,8,2018-08-30T15:30:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8518621,8518621,2018-08-30T12:21:00Z,0.188,TRUE,3.15,7.801607157651226,Central Park,84.02,0
"East River, Grand Ferry Park",2018-08-30,2018,8,2018-08-30T14:03:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8518699,8518699,2018-08-30T10:11:00Z,0.427,TRUE,3.8666666666666667,3.7718068000468428,Central Park,84.02,0
Little Neck Bay,2018-08-30,2018,8,2018-08-30T14:01:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8516990,8516990,2018-08-30T12:14:00Z,0.275,TRUE,1.7833333333333334,6.219308536321665,Central Park,84.02,0
"Hudson River, Pier 26",2018-08-30,2018,8,2018-08-30T14:00:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8518750,8518750,2018-08-30T09:21:00Z,0.335,TRUE,4.65,2.7985291600030706,Central Park,84.02,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2018-08-30,2018,8,2018-08-30T13:36:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8530505,8530505,2018-08-30T09:49:00Z,0.311,TRUE,3.783333333333333,3.887651619154436,Central Park,84.02,0
"Harlem River, Muscota Marsh",2018-08-30,2018,8,2018-08-30T13:35:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8518903,8518903,2018-08-30T10:09:00Z,0.281,TRUE,3.433333333333333,3.7592473022820108,Central Park,84.02,0
"Hudson River, Weehawken Cove",2018-08-30,2018,8,2018-08-30T13:24:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8530645,8530645,2018-08-30T09:36:00Z,0.321,TRUE,3.8,3.9389819952692324,Central Park,84.02,0
"Hudson River, Pier 13",2018-08-30,2018,8,2018-08-30T13:11:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8530645,8530645,2018-08-30T09:36:00Z,0.321,TRUE,3.5833333333333335,4.148456711804676,Central Park,84.02,0
"Hudson River, West 72nd Street Kayak Launch",2018-08-30,2018,8,2018-08-30T12:38:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8530645,8530645,2018-08-30T09:36:00Z,0.321,TRUE,3.033333333333333,4.422256433665671,Central Park,84.02,0
"Jamaica Bay, Canarsie Pier",2018-08-30,2018,8,2018-08-30T11:22:00Z,0,0,0,0,0,0,0,0,0,,Not Detected,8517381,8517381,2018-08-30T09:02:00Z,0.344,TRUE,2.3333333333333335,4.854612424495193,Central Park,84.02,0
"Hudson River, JFK Marina",2018-09-06,2018,9,2018-09-06T15:47:00Z,10,0.39,0.36,0,0,0,0,0,0.03,,Good,8530095,8530095,2018-09-06T10:46:00Z,3.981,TRUE,5.016666666666667,-2.141384237727633,Central Park,83.03,0.3549
Flushing Creek,2018-09-06,2018,9,2018-09-06T15:37:00Z,10,0.39,0.36,0,0,0,0,0,0.03,,Good,8517251,8517251,2018-09-06T09:41:00Z,4.797,FALSE,5.933333333333334,-0.7848611827961337,Central Park,83.03,0.3549
"Newtown Creek, English Kills",2018-09-06,2018,9,2018-09-06T14:51:00Z,10,0.39,0.36,0,0,0,0,0,0.03,,Good,8518699,8518699,2018-09-06T10:42:00Z,4.36,TRUE,4.15,-3.1675964251598563,Central Park,83.03,0.3549
"Hudson River, Weehawken Cove",2018-09-06,2018,9,2018-09-06T14:45:00Z,10,0.39,0.36,0,0,0,0,0,0.03,,Good,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,4.85,-2.884425641397535,Central Park,83.03,0.3549
"Hudson River, Pier 13",2018-09-06,2018,9,2018-09-06T14:30:00Z,10,0.39,0.36,0,0,0,0,0,0.03,,Good,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,4.6,-3.262326237636558,Central Park,83.03,0.3549
"Coney Island Creek, Kaiser Park",2018-09-06,2018,9,2018-09-06T13:53:00Z,10,0.39,0.36,0,0,0,0,0,0.03,,Good,8517811,8517811,2018-09-06T09:12:00Z,4.955,TRUE,4.683333333333334,-3.3841327503262844,Central Park,83.03,0.3549
"Hudson River, West 172nd Street",2018-09-06,2018,9,2018-09-06T12:37:00Z,10,0.39,0.36,0,0,0,0,0,0.03,,Good,8518902,8518902,2018-09-06T10:29:00Z,4.155,TRUE,2.1333333333333333,-3.415649599095755,Central Park,83.03,0.3549
"East River, Grand Ferry Park",2018-09-06,2018,9,2018-09-06T13:42:27Z,20,0.39,0.36,0,0,0,0,0,0.03,,Good,8518699,8518699,2018-09-06T10:42:00Z,4.36,TRUE,3.0076514471901787,-3.9990574861230437,Central Park,83.03,0.3549
"East River, Anable Basin",2018-09-06,2018,9,2018-09-06T12:30:00Z,20,0.39,0.36,0,0,0,0,0,0.03,,Good,8517673,8517673,2018-09-06T11:03:00Z,4.269,TRUE,1.45,-2.8156979593601092,Central Park,83.03,0.3549
"Hudson River, West 72nd Street Kayak Launch",2018-09-06,2018,9,2018-09-06T12:15:00Z,20,0.39,0.36,0,0,0,0,0,0.03,,Good,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,2.35,-3.9829319043892246,Central Park,83.03,0.3549
"Hudson River, Pier 66",2018-09-06,2018,9,2018-09-06T12:10:00Z,20,0.39,0.36,0,0,0,0,0,0.03,,Good,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,2.2666666666666666,-3.909344432444659,Central Park,83.03,0.3549
"Saw Mill River, daylighted section",2018-09-06,2018,9,2018-09-06T16:10:00Z,30,0.39,0.36,0,0,0,0,0,0.03,,Good,8530095,8530095,2018-09-06T10:46:00Z,3.981,TRUE,5.4,-1.5172733089098231,Central Park,83.03,0.3549
"Newtown Creek, East Branch",2018-09-06,2018,9,2018-09-06T14:33:00Z,30,0.39,0.36,0,0,0,0,0,0.03,,Good,8518699,8518699,2018-09-06T10:42:00Z,4.36,TRUE,3.85,-3.5191862996463636,Central Park,83.03,0.3549
"Hudson River, Inwood Canoe Club",2018-09-06,2018,9,2018-09-06T13:50:00Z,30,0.39,0.36,0,0,0,0,0,0.03,,Good,8518902,8518902,2018-09-06T10:29:00Z,4.155,TRUE,3.35,-3.879855846211468,Central Park,83.03,0.3549
"Flushing Bay, World's Fair Marina Pier 1 West",2018-09-06,2018,9,2018-09-06T15:20:00Z,31,0.39,0.36,0,0,0,0,0,0.03,,Good,8517251,8517251,2018-09-06T09:41:00Z,4.797,FALSE,5.65,-1.403762400837156,Central Park,83.03,0.3549
"Hudson River, Pier 96",2018-09-06,2018,9,2018-09-06T12:40:00Z,31,0.39,0.36,0,0,0,0,0,0.03,,Good,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,2.7666666666666666,-4.246145871544887,Central Park,83.03,0.3549
"Hudson River, Hoboken Cove Beach",2018-09-06,2018,9,2018-09-06T14:50:00Z,40,0.39,0.36,0,0,0,0,0,0.03,,Fair,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,4.933333333333334,-2.7482531920633537,Central Park,83.03,0.3549
"East River, Hallets Cove",2018-09-06,2018,9,2018-09-06T13:30:00Z,41,0.39,0.36,0,0,0,0,0,0.03,,Fair,8518668,8518668,2018-09-06T11:45:00Z,4.806,TRUE,1.75,-3.510257992672104,Central Park,83.03,0.3549
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2018-09-06,2018,9,2018-09-06T13:12:00Z,41,0.39,0.36,0,0,0,0,0,0.03,,Fair,8530505,8530505,2018-09-06T10:12:00Z,4.461,TRUE,3,-4.185753599124511,Central Park,83.03,0.3549
"Harlem River, Muscota Marsh",2018-09-06,2018,9,2018-09-06T13:20:00Z,52,0.39,0.36,0,0,0,0,0,0.03,,Fair,8518903,8518903,2018-09-06T10:33:00Z,4.029,TRUE,2.783333333333333,-3.736038739744323,Central Park,83.03,0.3549
Van Cortlandt Park Lake,2018-09-06,2018,9,2018-09-06T14:03:00Z,58,0.39,0.36,0,0,0,0,0,0.03,,Fair,8518905,8518905,2018-09-06T10:29:00Z,4.077,TRUE,3.566666666666667,-3.74958074583791,Central Park,83.03,0.3549
"Harlem River, Little Hell Gate",2018-09-06,2018,9,2018-09-06T13:00:00Z,74,0.39,0.36,0,0,0,0,0,0.03,,Fair,8517401,8517401,2018-09-06T12:39:00Z,6.38,TRUE,0.35,-0.917581247830159,Central Park,83.03,0.3549
"Hudson River, Pier 99 Boat Ramp",2018-09-06,2018,9,2018-09-06T15:17:00Z,84,0.39,0.36,0,0,0,0,0,0.03,,Fair,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,5.383333333333334,-1.9376518308193562,Central Park,83.03,0.3549
"Bronx Kill, east end",2018-09-06,2018,9,2018-09-06T12:36:00Z,107,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8518639,8518639,2018-09-06T07:36:00Z,0.18,TRUE,5,1.4335531076925918,Central Park,83.03,0.3549
"Hudson River, Yonkers Paddling and Rowing Club",2018-09-06,2018,9,2018-09-06T15:45:00Z,108,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8530095,8530095,2018-09-06T10:46:00Z,3.981,TRUE,4.983333333333333,-2.1922032148421544,Central Park,83.03,0.3549
"Coney Island Creek, Calvert Vaux Park",2018-09-06,2018,9,2018-09-06T12:29:00Z,109,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8517811,8517811,2018-09-06T09:12:00Z,4.955,TRUE,3.283333333333333,-4.652993703425244,Central Park,83.03,0.3549
"Jamaica Bay, Plumb Beach",2018-09-06,2018,9,2018-09-06T12:14:00Z,110,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8517531,8517531,2018-09-06T09:15:00Z,5.101,TRUE,2.9833333333333334,-4.826729651690274,Central Park,83.03,0.3549
"Bronx Kill, west end",2018-09-06,2018,9,2018-09-06T12:46:00Z,122,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8518643,8518643,2018-09-06T11:42:00Z,4.722,TRUE,1.0666666666666667,-2.3662163305334514,Central Park,83.03,0.3549
"Harlem River, North Cove",2018-09-06,2018,9,2018-09-06T13:45:00Z,213,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8518902,8518902,2018-09-06T10:29:00Z,4.155,TRUE,3.2666666666666666,-3.893383697994838,Central Park,83.03,0.3549
Prospect Park Lake,2018-09-06,2018,9,2018-09-06T11:35:00Z,216,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8517921,8517921,2018-09-06T09:23:00Z,4.941,TRUE,2.2,-4.1221134051290695,Central Park,83.03,0.3549
"Harlem River, High Bridge",2018-09-06,2018,9,2018-09-06T12:57:00Z,228,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8518902,8518902,2018-09-06T10:29:00Z,4.155,TRUE,2.466666666666667,-3.6809370574183276,Central Park,83.03,0.3549
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-09-06,2018,9,2018-09-06T14:25:00Z,391,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8518902,8518902,2018-09-06T10:29:00Z,4.155,TRUE,3.933333333333333,-3.599371426528731,Central Park,83.03,0.3549
"Harlem River, Lincoln Avenue 1",2018-09-06,2018,9,2018-09-06T13:05:00Z,663,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8518643,8518643,2018-09-06T11:42:00Z,4.722,TRUE,1.3833333333333333,-2.956881392225359,Central Park,83.03,0.3549
"Hudson River, West 145th Street",2018-09-06,2018,9,2018-09-06T13:04:00Z,743,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8530505,8530505,2018-09-06T10:12:00Z,4.461,TRUE,2.8666666666666667,-4.159760132733377,Central Park,83.03,0.3549
"Hudson River, Pier 84",2018-09-06,2018,9,2018-09-06T12:30:00Z,1396,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,2.6,-4.162203371437282,Central Park,83.03,0.3549
"Hutchinson River, Amtrak Bridge",2018-09-06,2018,9,2018-09-06T12:45:00Z,8057,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8518490,8518490,2018-09-06T12:38:00Z,7.685,TRUE,0.11666666666666667,-0.4142935004311072,Central Park,83.03,0.3549
"Flushing Meadows-Corona Park, Meadow Lake",2018-09-06,2018,9,2018-09-06T15:53:00Z,17329,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable,8517251,8517251,2018-09-06T09:41:00Z,4.797,FALSE,6.2,-0.18777456688982086,Central Park,83.03,0.3549
"Hudson River, Pier 40",2018-09-06,2018,9,2018-09-06T16:14:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8518750,8518750,2018-09-06T15:58:00Z,0.289,TRUE,0.26666666666666666,0.7485811443336329,Central Park,83.03,0.3549
"Flushing Bay, World's Fair Marina Pier 1 East",2018-09-06,2018,9,2018-09-06T15:14:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8517251,8517251,2018-09-06T09:41:00Z,4.797,FALSE,5.55,-1.616107212274842,Central Park,83.03,0.3549
"Hudson River, Pier 26",2018-09-06,2018,9,2018-09-06T15:13:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8518750,8518750,2018-09-06T09:41:00Z,4.797,TRUE,5.533333333333333,-1.651119502928508,Central Park,83.03,0.3549
"Flushing Bay, World's Fair Marina Boat Ramp",2018-09-06,2018,9,2018-09-06T15:08:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8517251,8517251,2018-09-06T09:41:00Z,4.797,FALSE,5.45,-1.824412787618281,Central Park,83.03,0.3549
"Hudson River, Frank Sinatra Park",2018-09-06,2018,9,2018-09-06T15:05:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8530645,8530645,2018-09-06T09:54:00Z,4.605,TRUE,5.183333333333334,-2.312390565967754,Central Park,83.03,0.3549
"Newtown Creek, Turning Basin",2018-09-06,2018,9,2018-09-06T14:16:00Z,0,0.39,0.36,0,0,0,0,0,0.03,0 ,Not Detected,8517673,8517673,2018-09-06T11:03:00Z,4.269,TRUE,3.216666666666667,-3.959922821405427,Central Park,83.03,0.3549
"Newtown Creek, Apollo Street",2018-09-06,2018,9,2018-09-06T14:03:00Z,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected,8517673,8517673,2018-09-06T11:03:00Z,4.269,TRUE,3,-4.005748693669823,Central Park,83.03,0.3549
