site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,current,weather_station,temperature_noaa,precip_noaa
"Gowanus Canal, Denton's Pond Outfall",2013-08-22,2013,8,2013-08-22T12:55:00Z,146,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8517921,8517921,2013-08-22T07:35:00Z,-0.664,TRUE,5.333333333333333,1.9646382216626634,Central Park,74.57,0.24960000000000002
"Hudson River, West 154th Street",2013-08-22,2013,8,2013-08-22T12:05:00Z,146,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8530505,8530505,2013-08-22T08:15:00Z,-0.65,TRUE,3.8333333333333335,5.497422487926389,Central Park,74.57,0.24960000000000002
"Hudson River, Inwood Canoe Club",2013-08-22,2013,8,2013-08-22T15:05:00Z,155,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8518902,8518902,2013-08-22T14:40:00Z,4.995,TRUE,0.4166666666666667,-1.0875263917179392,Central Park,74.57,0.24960000000000002
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-08-22,2013,8,2013-08-22T14:53:00Z,160,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8517673,8517673,2013-08-22T08:43:00Z,-0.629,TRUE,6.166666666666667,0.7489963025489016,Central Park,74.57,0.24960000000000002
"East River, Dumbo Cove",2013-08-22,2013,8,2013-08-22T15:20:00Z,168,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8517847,8517847,2013-08-22T14:08:00Z,5.602,TRUE,1.2,-3.482346153562376,Central Park,74.57,0.24960000000000002
"Hudson River, Pier 66",2013-08-22,2013,8,2013-08-22T13:17:00Z,331,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8530645,8530645,2013-08-22T08:02:00Z,-0.671,TRUE,5.25,2.28955387001501,Central Park,74.57,0.24960000000000002
"Saw Mill River, daylighted section",2013-08-22,2013,8,2013-08-22T13:05:00Z,521,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8530095,8530095,2013-08-22T08:49:00Z,-0.629,TRUE,4.266666666666667,4.333494202594214,Central Park,74.57,0.24960000000000002
"Bronx River, Starlight Park, North Dock",2013-08-22,2013,8,2013-08-22T13:45:00Z,1918,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8518621,8518621,2013-08-22T11:31:00Z,-0.953,TRUE,2.2333333333333334,9.046787495689331,Central Park,74.57,0.24960000000000002
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-08-22,2013,8,2013-08-22T15:29:00Z,2603,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8518902,8518902,2013-08-22T14:40:00Z,4.995,TRUE,0.8166666666666667,-2.086219424588654,Central Park,74.57,0.24960000000000002
"Buttermilk Channel, Valentino Pier",2013-08-29,2013,8,2013-08-29T13:00:00Z,31,0.48,0,0.43,0.01,0.04,0,0,0,,Good,8517921,8517921,2013-08-29T07:00:00Z,4.288,TRUE,6,-0.43105299684417564,Central Park,75.56,0
"Gowanus Canal, Denton's Pond Outfall",2013-08-29,2013,8,2013-08-29T11:25:00Z,31,0.48,0,0.43,0.01,0.04,0,0,0,,Good,8517921,8517921,2013-08-29T07:00:00Z,4.288,TRUE,4.416666666666667,-2.453376075902599,Central Park,75.56,0
"Hudson River, Yonkers Paddling and Rowing Club",2013-08-29,2013,8,2013-08-29T15:25:00Z,41,0.48,0,0.43,0.01,0.04,0,0,0,,Fair,8530095,8530095,2013-08-29T14:31:00Z,1.17,TRUE,0.9,1.1993626090644989,Central Park,75.56,0
"Gowanus Canal, 2nd Avenue Salt Lot",2013-08-29,2013,8,2013-08-29T11:30:00Z,96,0.48,0,0.43,0.01,0.04,0,0,0,,Fair,8517921,8517921,2013-08-29T07:00:00Z,4.288,TRUE,4.5,-2.3755591237813762,Central Park,75.56,0
"East River, Pier 42/Jackson Street",2013-08-29,2013,8,2013-08-29T13:10:00Z,110,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8517732,8517732,2013-08-29T07:50:00Z,3.913,TRUE,5.333333333333333,-0.8899625342513928,Central Park,75.56,0
"Hudson River, JFK Marina",2013-08-29,2013,8,2013-08-29T14:50:00Z,158,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8530095,8530095,2013-08-29T14:31:00Z,1.17,TRUE,0.31666666666666665,0.4349720717150044,Central Park,75.56,0
"Hudson River, West 72nd Street Kayak Launch",2013-08-29,2013,8,2013-08-29T15:47:00Z,181,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8530645,8530645,2013-08-29T13:44:00Z,1.248,TRUE,2.05,2.832769095778898,Central Park,75.56,0
"Hudson River, Inwood Canoe Club",2013-08-29,2013,8,2013-08-29T13:57:00Z,185,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8518902,8518902,2013-08-29T08:07:00Z,3.577,TRUE,5.833333333333333,-0.40974383240107665,Central Park,75.56,0
"Hudson River, Pier 84",2013-08-29,2013,8,2013-08-29T13:47:00Z,199,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8530645,8530645,2013-08-29T13:44:00Z,1.248,TRUE,0.05,0.08353684804220357,Central Park,75.56,0
"Hudson River, Pier 40",2013-08-29,2013,8,2013-08-29T15:47:00Z,211,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8518750,8518750,2013-08-29T13:29:00Z,1.3,TRUE,2.3,3.1350943935146964,Central Park,75.56,0
"Hudson River, Pier 66",2013-08-29,2013,8,2013-08-29T16:04:00Z,272,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8530645,8530645,2013-08-29T13:44:00Z,1.248,TRUE,2.3333333333333335,3.039038162518887,Central Park,75.56,0
"Bronx River, Starlight Park, North Dock",2013-08-29,2013,8,2013-08-29T12:47:00Z,294,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8518621,8518621,2013-08-29T11:14:00Z,6.562,TRUE,1.55,-3.4040552478836346,Central Park,75.56,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-08-29,2013,8,2013-08-29T14:43:00Z,301,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8530505,8530505,2013-08-29T13:57:00Z,1.209,TRUE,0.7666666666666667,1.1942549182953512,Central Park,75.56,0
"Hudson River, Pier 26",2013-08-29,2013,8,2013-08-29T13:25:00Z,305,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8518750,8518750,2013-08-29T07:18:00Z,4.163,TRUE,6.116666666666666,-0.0969559030803433,Central Park,75.56,0
"East River, Anable Basin",2013-08-29,2013,8,2013-08-29T11:30:00Z,321,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8517673,8517673,2013-08-29T08:40:00Z,3.705,TRUE,2.8333333333333335,-2.53434314307282,Central Park,75.56,0
"Hudson River, West 154th Street",2013-08-29,2013,8,2013-08-29T12:18:00Z,379,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8530505,8530505,2013-08-29T07:49:00Z,3.872,TRUE,4.483333333333333,-1.9921240512082015,Central Park,75.56,0
"East River, Hallets Cove",2013-08-29,2013,8,2013-08-29T12:50:00Z,480,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8518668,8518668,2013-08-29T08:57:00Z,3.954,TRUE,3.8833333333333333,-2.707338332185922,Central Park,75.56,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-08-29,2013,8,2013-08-29T13:08:00Z,490,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8517673,8517673,2013-08-29T08:40:00Z,3.705,TRUE,4.466666666666667,-1.635353500155933,Central Park,75.56,0
"East River, Dumbo Cove",2013-08-29,2013,8,2013-08-29T11:30:00Z,591,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8517847,8517847,2013-08-29T07:50:00Z,4.04,TRUE,3.6666666666666665,-2.798421762216639,Central Park,75.56,0
"Saw Mill River, daylighted section",2013-08-29,2013,8,2013-08-29T15:45:00Z,689,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8530095,8530095,2013-08-29T14:31:00Z,1.17,TRUE,1.2333333333333334,1.59385209958713,Central Park,75.56,0
"Hudson River, West 172nd Street",2013-08-29,2013,8,2013-08-29T12:08:00Z,789,0.48,0,0.43,0.01,0.04,0,0,0,933 ,Unacceptable,8518902,8518902,2013-08-29T08:07:00Z,3.577,TRUE,4.016666666666667,-2.3662682049012664,Central Park,75.56,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-08-29,2013,8,2013-08-29T15:31:00Z,2035,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8518902,8518902,2013-08-29T14:15:00Z,0.9,TRUE,1.2666666666666666,1.8662585407644383,Central Park,75.56,0
"Flushing Bay, World's Fair Marina Pier 1 East",2013-08-29,2013,8,2013-08-29T15:15:00Z,0,0.48,0,0.43,0.01,0.04,0,0,0,,Not Detected,8517251,8517251,2013-08-29T13:29:00Z,1.3,FALSE,1.7666666666666666,2.6636998607685776,Central Park,75.56,0
"Bronx River, Hunts Point Riverside Park",2013-08-29,2013,8,2013-08-29T12:35:00Z,24196,0.48,0,0.43,0.01,0.04,0,0,0,,Unacceptable,8518621,8518621,2013-08-29T11:14:00Z,6.562,TRUE,1.35,-3.0400650474317974,Central Park,75.56,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-09-05,2013,9,2013-09-05T15:59:00Z,10,0.08,0,0,0.03,0.05,0,0,0,,Good,8518902,8518902,2013-09-05T13:40:00Z,4.453,TRUE,2.316666666666667,-3.7469057545984086,Central Park,72.05,0
"Hudson River, Pier 66",2013-09-05,2013,9,2013-09-05T13:30:00Z,10,0.08,0,0,0.03,0.05,0,0,0,,Good,8530645,8530645,2013-09-05T13:00:00Z,4.971,TRUE,0.5,-1.1333567275915186,Central Park,72.05,0
"Hudson River, Pier 40",2013-09-05,2013,9,2013-09-05T16:10:00Z,20,0.08,0,0,0.03,0.05,0,0,0,,Good,8518750,8518750,2013-09-05T12:47:00Z,5.178,TRUE,3.3833333333333333,-4.7474690141084075,Central Park,72.05,0
"Hudson River, Pier 26",2013-09-05,2013,9,2013-09-05T13:54:00Z,20,0.08,0,0,0.03,0.05,0,0,0,,Good,8518750,8518750,2013-09-05T12:47:00Z,5.178,TRUE,1.1166666666666667,-2.5409356558493155,Central Park,72.05,0
"East River, Pier 42/Jackson Street",2013-09-05,2013,9,2013-09-05T13:35:00Z,20,0.08,0,0,0.03,0.05,0,0,0,,Good,8517732,8517732,2013-09-05T13:19:00Z,4.867,TRUE,0.26666666666666666,-0.6097795819911587,Central Park,72.05,0
"Hudson River, West 72nd Street Kayak Launch",2013-09-05,2013,9,2013-09-05T12:14:00Z,20,0.08,0,0,0.03,0.05,0,0,0,,Good,8530645,8530645,2013-09-05T07:07:00Z,0.204,TRUE,5.116666666666666,1.8974860030653395,Central Park,72.05,0
"Gowanus Canal, 2nd Avenue Salt Lot",2013-09-05,2013,9,2013-09-05T11:50:00Z,20,0.08,0,0,0.03,0.05,0,0,0,,Good,8517921,8517921,2013-09-05T06:40:00Z,0.201,TRUE,5.166666666666667,1.7648906822043577,Central Park,72.05,0
"East River, Anable Basin",2013-09-05,2013,9,2013-09-05T11:45:00Z,30,0.08,0,0,0.03,0.05,0,0,0,,Good,8517673,8517673,2013-09-05T07:48:00Z,0.191,TRUE,3.95,4.096280037487798,Central Park,72.05,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-09-05,2013,9,2013-09-05T12:30:00Z,41,0.08,0,0,0.03,0.05,0,0,0,,Fair,8517673,8517673,2013-09-05T07:48:00Z,0.191,TRUE,4.7,3.2183581184337835,Central Park,72.05,0
"Hudson River, West 154th Street",2013-09-05,2013,9,2013-09-05T11:37:00Z,51,0.08,0,0,0.03,0.05,0,0,0,,Fair,8530505,8530505,2013-09-05T07:20:00Z,0.197,TRUE,4.283333333333333,3.578557542617655,Central Park,72.05,0
"Hudson River, Pier 84",2013-09-05,2013,9,2013-09-05T14:30:00Z,52,0.08,0,0,0.03,0.05,0,0,0,,Fair,8530645,8530645,2013-09-05T13:00:00Z,4.971,TRUE,1.5,-3.124033384581833,Central Park,72.05,0
"Gowanus Canal, Denton's Pond Outfall",2013-09-05,2013,9,2013-09-05T11:45:00Z,63,0.08,0,0,0.03,0.05,0,0,0,,Fair,8517921,8517921,2013-09-05T06:40:00Z,0.201,TRUE,5.083333333333333,1.9799252298481074,Central Park,72.05,0
"Hudson River, West 172nd Street",2013-09-05,2013,9,2013-09-05T11:27:00Z,74,0.08,0,0,0.03,0.05,0,0,0,,Fair,8518902,8518902,2013-09-05T07:36:00Z,0.231,TRUE,3.85,3.8500411497786042,Central Park,72.05,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-09-05,2013,9,2013-09-05T13:36:00Z,75,0.08,0,0,0.03,0.05,0,0,0,,Fair,8530505,8530505,2013-09-05T13:18:00Z,4.816,TRUE,0.3,-0.6720609127835486,Central Park,72.05,0
"Flushing Bay, World's Fair Marina Pier 1 East",2013-09-05,2013,9,2013-09-05T13:42:00Z,85,0.08,0,0,0.03,0.05,0,0,0,,Fair,8517251,8517251,2013-09-05T12:47:00Z,5.178,FALSE,0.9166666666666666,-2.122325507030713,Central Park,72.05,0
"Bronx River, Starlight Park, North Dock",2013-09-05,2013,9,2013-09-05T12:35:00Z,173,0.08,0,0,0.03,0.05,0,0,0,,Unacceptable,8518621,8518621,2013-09-05T10:18:00Z,0.27,TRUE,2.283333333333333,7.168234087272848,Central Park,72.05,0
"Bronx River, Hunts Point Riverside Park",2013-09-05,2013,9,2013-09-05T12:20:00Z,512,0.08,0,0,0.03,0.05,0,0,0,,Unacceptable,8518621,8518621,2013-09-05T10:18:00Z,0.27,TRUE,2.033333333333333,6.771883182106263,Central Park,72.05,0
"Buttermilk Channel, Valentino Pier",2013-09-05,2013,9,2013-09-05T15:24:00Z,0,0.08,0,0,0.03,0.05,0,0,0,,Not Detected,8517921,8517921,2013-09-05T12:29:00Z,5.333,TRUE,2.9166666666666665,-4.916130307335289,Central Park,72.05,0
"East River, Dumbo Cove",2013-09-05,2013,9,2013-09-05T13:11:00Z,0,0.08,0,0,0.03,0.05,0,0,0,,Not Detected,8517847,8517847,2013-09-05T13:10:00Z,4.839,TRUE,0.016666666666666666,-0.037227846293635215,Central Park,72.05,0
"Hudson River, Inwood Canoe Club",2013-09-05,2013,9,2013-09-05T11:45:00Z,0,0.08,0,0,0.03,0.05,0,0,0,,Not Detected,8518902,8518902,2013-09-05T07:36:00Z,0.231,TRUE,4.15,3.5355654673811174,Central Park,72.05,0
"Hudson River, Pier 26",2013-09-12,2013,9,2013-09-12T15:22:00Z,10,1.61,1.6,0,0.01,0,0,0,0,,Good,8518750,8518750,2013-09-12T11:52:00Z,0.765,TRUE,3.5,4.5450650280662055,Central Park,78.53,1.5834000000000001
"Flushing Bay, World's Fair Marina Pier 1 East",2013-09-12,2013,9,2013-09-12T14:35:00Z,10,1.61,1.6,0,0.01,0,0,0,0,,Good,8517251,8517251,2013-09-12T11:52:00Z,0.765,FALSE,2.716666666666667,4.515108366475646,Central Park,78.53,1.5834000000000001
"Hudson River, Pier 66",2013-09-12,2013,9,2013-09-12T13:41:00Z,10,1.61,1.6,0,0.01,0,0,0,0,,Good,8530645,8530645,2013-09-12T12:07:00Z,0.734,TRUE,1.5666666666666667,3.1425797536482563,Central Park,78.53,1.5834000000000001
"Hudson River, West 154th Street",2013-09-12,2013,9,2013-09-12T12:04:00Z,10,1.61,1.6,0,0.01,0,0,0,0,,Good,8530505,8530505,2013-09-12T06:06:00Z,4.233,TRUE,5.966666666666667,-0.47193192054623523,Central Park,78.53,1.5834000000000001
"East River, Anable Basin",2013-09-12,2013,9,2013-09-12T12:15:00Z,41,1.61,1.6,0,0.01,0,0,0,0,,Fair,8517673,8517673,2013-09-12T06:57:00Z,4.051,TRUE,5.3,-0.9789274110730126,Central Park,78.53,1.5834000000000001
"Hudson River, West 172nd Street",2013-09-12,2013,9,2013-09-12T11:56:00Z,41,1.61,1.6,0,0.01,0,0,0,0,,Fair,8518902,8518902,2013-09-12T06:31:00Z,4,TRUE,5.416666666666667,-1.6840362503605506,Central Park,78.53,1.5834000000000001
"Gowanus Canal, 2nd Avenue Salt Lot",2013-09-12,2013,9,2013-09-12T11:40:00Z,41,1.61,1.6,0,0.01,0,0,0,0,,Fair,8517921,8517921,2013-09-12T05:17:00Z,4.688,TRUE,6.383333333333334,-4.850665767490436e-16,Central Park,78.53,1.5834000000000001
"Gowanus Canal, Denton's Pond Outfall",2013-09-12,2013,9,2013-09-12T11:35:00Z,51,1.61,1.6,0,0.01,0,0,0,0,,Fair,8517921,8517921,2013-09-12T05:17:00Z,4.688,TRUE,6.3,-0.16240679162508104,Central Park,78.53,1.5834000000000001
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-09-12,2013,9,2013-09-12T15:55:00Z,63,1.61,1.6,0,0.01,0,0,0,0,62 ,Fair,8518902,8518902,2013-09-12T12:59:00Z,0.551,TRUE,2.933333333333333,4.039560846452493,Central Park,78.53,1.5834000000000001
"Hudson River, Pier 84",2013-09-12,2013,9,2013-09-12T13:10:00Z,85,1.61,1.6,0,0.01,0,0,0,0,,Fair,8530645,8530645,2013-09-12T12:07:00Z,0.734,TRUE,1.05,2.233568899254599,Central Park,78.53,1.5834000000000001
"East River, Hallets Cove",2013-09-12,2013,9,2013-09-12T12:55:00Z,97,1.61,1.6,0,0.01,0,0,0,0,,Fair,8518668,8518668,2013-09-12T07:58:00Z,4.657,TRUE,4.95,-2.2290620903694283,Central Park,78.53,1.5834000000000001
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-09-12,2013,9,2013-09-12T12:45:00Z,98,1.61,1.6,0,0.01,0,0,0,0,,Fair,8530505,8530505,2013-09-12T12:20:00Z,0.711,TRUE,0.4166666666666667,0.8816051100724449,Central Park,78.53,1.5834000000000001
"Bronx River, Starlight Park, North Dock",2013-09-12,2013,9,2013-09-12T12:50:00Z,171,1.61,1.6,0,0.01,0,0,0,0,,Unacceptable,8518621,8518621,2013-09-12T08:38:00Z,7.252,TRUE,4.2,-5.5928953005837165,Central Park,78.53,1.5834000000000001
"Bronx River, Hunts Point Riverside Park",2013-09-12,2013,9,2013-09-12T12:25:00Z,171,1.61,1.6,0,0.01,0,0,0,0,,Unacceptable,8518621,8518621,2013-09-12T08:38:00Z,7.252,TRUE,3.783333333333333,-6.148411184297617,Central Park,78.53,1.5834000000000001
"Saw Mill River, daylighted section",2013-09-12,2013,9,2013-09-12T14:55:00Z,426,1.61,1.6,0,0.01,0,0,0,0,,Unacceptable,8530095,8530095,2013-09-12T12:54:00Z,0.688,TRUE,2.0166666666666666,3.182315055360493,Central Park,78.53,1.5834000000000001
"East River, Pier 42/Jackson Street",2013-09-12,2013,9,2013-09-12T14:55:00Z,471,1.61,1.6,0,0.01,0,0,0,0,,Unacceptable,8517732,8517732,2013-09-12T12:14:00Z,0.803,TRUE,2.683333333333333,4.110667138706326,Central Park,78.53,1.5834000000000001
"Hudson River, Pier 40",2013-09-12,2013,9,2013-09-12T15:50:00Z,0,1.61,1.6,0,0.01,0,0,0,0,,Not Detected,8518750,8518750,2013-09-12T11:52:00Z,0.765,TRUE,3.966666666666667,4.231582901135964,Central Park,78.53,1.5834000000000001
"Hudson River, Yonkers Paddling and Rowing Club",2013-09-12,2013,9,2013-09-12T14:40:00Z,0,1.61,1.6,0,0.01,0,0,0,0,,Not Detected,8530095,8530095,2013-09-12T12:54:00Z,0.688,TRUE,1.7666666666666666,2.905324600149784,Central Park,78.53,1.5834000000000001
"Hudson River, JFK Marina",2013-09-12,2013,9,2013-09-12T14:10:00Z,0,1.61,1.6,0,0.01,0,0,0,0,,Not Detected,8530095,8530095,2013-09-12T12:54:00Z,0.688,TRUE,1.2666666666666666,2.2224160389178413,Central Park,78.53,1.5834000000000001
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-09-12,2013,9,2013-09-12T13:12:00Z,0,1.61,1.6,0,0.01,0,0,0,0,,Not Detected,8517673,8517673,2013-09-12T12:48:00Z,0.688,TRUE,0.4,0.7633554592655062,Central Park,78.53,1.5834000000000001
"Buttermilk Channel, Valentino Pier",2013-09-12,2013,9,2013-09-12T13:09:00Z,0,1.61,1.6,0,0.01,0,0,0,0,,Not Detected,8517921,8517921,2013-09-12T11:40:00Z,0.727,TRUE,1.4833333333333334,3.2976424382197007,Central Park,78.53,1.5834000000000001
"East River, Dumbo Cove",2013-09-12,2013,9,2013-09-12T11:35:00Z,0,1.61,1.6,0,0.01,0,0,0,0,,Not Detected,8517847,8517847,2013-09-12T05:51:00Z,4.429,TRUE,5.733333333333333,-1.0573068731258324,Central Park,78.53,1.5834000000000001
"Hudson River, Pier 66",2013-09-19,2013,9,2013-09-19T15:15:00Z,10,0.09,0,0,0,0.03,0,0,0.06,,Good,8530645,8530645,2013-09-19T12:49:00Z,5.67,TRUE,2.433333333333333,-5.464009447687058,Central Park,66.56,0
"East River, Pier 42/Jackson Street",2013-09-19,2013,9,2013-09-19T14:30:00Z,10,0.09,0,0,0,0.03,0,0,0.06,,Good,8517732,8517732,2013-09-19T13:08:00Z,5.552,TRUE,1.3666666666666667,-3.678307154820699,Central Park,66.56,0
"Flushing Bay, World's Fair Marina Pier 1 East",2013-09-19,2013,9,2013-09-19T14:30:00Z,10,0.09,0,0,0,0.03,0,0,0.06,,Good,8517251,8517251,2013-09-19T12:36:00Z,5.907,FALSE,1.9,-4.9252245673964286,Central Park,66.56,0
"Hudson River, Pier 40",2013-09-19,2013,9,2013-09-19T16:25:00Z,20,0.09,0,0,0,0.03,0,0,0.06,,Good,8518750,8518750,2013-09-19T12:36:00Z,5.907,TRUE,3.816666666666667,-5.872540837008999,Central Park,66.56,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-09-19,2013,9,2013-09-19T13:32:00Z,20,0.09,0,0,0,0.03,0,0,0.06,,Good,8530505,8530505,2013-09-19T13:07:00Z,5.493,TRUE,0.4166666666666667,-1.1663440237706924,Central Park,66.56,0
"Buttermilk Channel, Valentino Pier",2013-09-19,2013,9,2013-09-19T13:13:00Z,20,0.09,0,0,0,0.03,0,0,0.06,,Good,8517921,8517921,2013-09-19T12:18:00Z,6.084,TRUE,0.9166666666666666,-2.6981610696768032,Central Park,66.56,0
"East River, Anable Basin",2013-09-19,2013,9,2013-09-19T11:55:00Z,20,0.09,0,0,0,0.03,0,0,0.06,,Good,8517673,8517673,2013-09-19T07:30:00Z,-0.417,TRUE,4.416666666666667,4.761950251071954,Central Park,66.56,0
"East River, Dumbo Cove",2013-09-19,2013,9,2013-09-19T11:44:00Z,20,0.09,0,0,0,0.03,0,0,0.06,,Good,8517847,8517847,2013-09-19T06:40:00Z,-0.304,TRUE,5.066666666666666,3.5230123908465147,Central Park,66.56,0
"Hudson River, Inwood Canoe Club",2013-09-19,2013,9,2013-09-19T14:54:00Z,30,0.09,0,0,0,0.03,0,0,0.06,74 ,Good,8518902,8518902,2013-09-19T13:31:00Z,5.053,TRUE,1.3833333333333333,-3.3617507806770055,Central Park,66.56,0
"Hudson River, West 154th Street",2013-09-19,2013,9,2013-09-19T11:48:00Z,41,0.09,0,0,0,0.03,0,0,0.06,,Fair,8530505,8530505,2013-09-19T07:02:00Z,-0.431,TRUE,4.766666666666667,3.724790913665725,Central Park,66.56,0
"Hudson River, Pier 26",2013-09-19,2013,9,2013-09-19T13:18:00Z,52,0.09,0,0,0,0.03,0,0,0.06,,Fair,8518750,8518750,2013-09-19T12:36:00Z,5.907,TRUE,0.7,-2.064351422522387,Central Park,66.56,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-09-19,2013,9,2013-09-19T15:34:00Z,63,0.09,0,0,0,0.03,0,0,0.06,,Fair,8518902,8518902,2013-09-19T13:31:00Z,5.053,TRUE,2.05,-4.4812194143247535,Central Park,66.56,0
"Hudson River, Yonkers Paddling and Rowing Club",2013-09-19,2013,9,2013-09-19T13:51:00Z,63,0.09,0,0,0,0.03,0,0,0.06,,Fair,8530095,8530095,2013-09-19T13:41:00Z,4.902,TRUE,0.16666666666666666,-0.4201868697969773,Central Park,66.56,0
"Gowanus Canal, Denton's Pond Outfall",2013-09-19,2013,9,2013-09-19T11:20:00Z,85,0.09,0,0,0,0.03,0,0,0.06,,Fair,8517921,8517921,2013-09-19T06:22:00Z,-0.44,TRUE,4.966666666666667,3.195296929105437,Central Park,66.56,0
"Hudson River, JFK Marina",2013-09-19,2013,9,2013-09-19T14:45:00Z,86,0.09,0,0,0,0.03,0,0,0.06,,Fair,8530095,8530095,2013-09-19T13:41:00Z,4.902,TRUE,1.0666666666666667,-2.569633809181527,Central Park,66.56,0
"East River, Hallets Cove",2013-09-19,2013,9,2013-09-19T12:45:00Z,119,0.09,0,0,0,0.03,0,0,0.06,,Unacceptable,8518668,8518668,2013-09-19T08:17:00Z,0.099,TRUE,4.466666666666667,4.960367880451813,Central Park,66.56,0
"Hudson River, Pier 84",2013-09-19,2013,9,2013-09-19T12:48:00Z,135,0.09,0,0,0,0.03,0,0,0.06,,Unacceptable,8530645,8530645,2013-09-19T06:49:00Z,-0.445,TRUE,5.983333333333333,0.05336276457255676,Central Park,66.56,0
"Gowanus Canal, 2nd Avenue Salt Lot",2013-09-19,2013,9,2013-09-19T11:25:00Z,187,0.09,0,0,0,0.03,0,0,0.06,,Unacceptable,8517921,8517921,2013-09-19T06:22:00Z,-0.44,TRUE,5.05,2.941296680983107,Central Park,66.56,0
"Saw Mill River, daylighted section",2013-09-19,2013,9,2013-09-19T14:23:00Z,203,0.09,0,0,0,0.03,0,0,0.06,,Unacceptable,8530095,8530095,2013-09-19T13:41:00Z,4.902,TRUE,0.7,-1.7318528551164252,Central Park,66.56,0
"Hudson River, West 172nd Street",2013-09-19,2013,9,2013-09-19T11:42:00Z,336,0.09,0,0,0,0.03,0,0,0.06,,Unacceptable,8518902,8518902,2013-09-19T07:13:00Z,-0.258,TRUE,4.483333333333333,4.179684248119919,Central Park,66.56,0
"Bronx River, Hunts Point Riverside Park",2013-09-19,2013,9,2013-09-19T12:20:00Z,460,0.09,0,0,0,0.03,0,0,0.06,,Unacceptable,8518621,8518621,2013-09-19T10:24:00Z,-0.729,TRUE,1.9333333333333333,8.258218508309845,Central Park,66.56,0
"Bronx River, Starlight Park, North Dock",2013-09-19,2013,9,2013-09-19T12:44:00Z,497,0.09,0,0,0,0.03,0,0,0.06,,Unacceptable,8518621,8518621,2013-09-19T10:24:00Z,-0.729,TRUE,2.3333333333333335,9.100659804428323,Central Park,66.56,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-09-19,2013,9,2013-09-19T13:12:00Z,0,0.09,0,0,0,0.03,0,0,0.06,,Not Detected,8517673,8517673,2013-09-19T07:30:00Z,-0.417,TRUE,5.7,2.064796612330829,Central Park,66.56,0
"Buttermilk Channel, Valentino Pier",2013-09-26,2013,9,2013-09-26T13:44:00Z,10,1.17,0,0,0,0,0.45,0.72,0,,Good,8517921,8517921,2013-09-26T11:29:00Z,1.301,TRUE,2.25,3.1576455051586167,Central Park,64.49000000000001,0
"East River, Pier 42/Jackson Street",2013-09-26,2013,9,2013-09-26T12:50:00Z,10,1.17,0,0,0,0,0.45,0.72,0,0 ,Good,8517732,8517732,2013-09-26T12:03:00Z,1.438,TRUE,0.7833333333333333,1.074531993131728,Central Park,64.49000000000001,0
