"site","date","year","month","high_tide","sample_time","bacteria","precip_wk","precip_t0","precip_t1","precip_t2","precip_t3","precip_t4","precip_t5","precip_t6","notes","quality"
"Raritan Bay, Waterfront Park, South Amboy, NJ",2023-06-29,2023,6,2023-06-29 04:54:00.000000-0400,2023-06-29 10:15:00.000000-0400,31,0.7000000000000001,0,0,0.08,0.51,0,0.07,0.04,"","Good"
"Bronx Kill, west end",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:33:00.000000-0400,41,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Bronx Kill, east end",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:22:00.000000-0400,41,1.66,0,0,0.63,0.45,0.58,0,0,"31 ","Fair"
"Harlem River, Little Hell Gate",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:58:00.000000-0400,1019,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Harlem River, Water's Edge Garden Beach",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:08:00.000000-0400,110,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Hudson River, Pier 99 Boat Launch",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:15:00.000000-0400,63,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Hudson River, Pier 96",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:01:00.000000-0400,0,1.66,0,0,0.63,0.45,0.58,0,0,"","Not Detected"
"Hudson River, Pier 84",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:47:00.000000-0400,20,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"Hudson River, Pier 66",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:06:00.000000-0400,0,1.66,0,0,0.63,0.45,0.58,0,0,"","Not Detected"
"Hudson River, Gansevoort Peninsula, North",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:41:00.000000-0400,122,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Hudson River, Gansevoort Peninsula, South",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:47:00.000000-0400,282,1.66,0,0,0.63,0.45,0.58,0,0,"201 ","Unacceptable"
"Hudson River, Gansevoort Peninsula South – Middle",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:33:00.000000-0400,347,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Hudson River, Gansevoort Peninsula South – Ramp",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:39:00.000000-0400,161,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Hudson River, Pier 40",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:18:00.000000-0400,0,1.66,0,0,0.63,0.45,0.58,0,0,"","Not Detected"
"Hudson River, Pier 26",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:00:00.000000-0400,0,1.66,0,0,0.63,0.45,0.58,0,0,"","Not Detected"
"Hudson River, Weehawken Cove, Hoboken NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:22:00.000000-0400,20,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"Hudson River, Pier 13, Hoboken, NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:17:00.000000-0400,41,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Hudson River, Hoboken Cove Beach, Hoboken NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:32:00.000000-0400,10,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"Hudson River, Frank Sinatra Park, Hoboken NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:35:00.000000-0400,345,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"East River, MacNeil Park",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:15:00.000000-0400,8164,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Flushing Bay, 28th Avenue ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:55:00.000000-0400,231,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Flushing Bay, World's Fair Marina Pier 1 East",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:40:00.000000-0400,132,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Flushing Bay, World's Fair Marina Boat Ramp",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:35:00.000000-0400,185,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Flushing Creek",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 07:30:00.000000-0400,368,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Kissena Lake",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 07:10:00.000000-0400,20,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"Little Neck Bay",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:00:00.000000-0400,135,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Newtown Creek, Second Street Kayak Launch",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:14:00.000000-0400,142,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Newtown Creek, North Brooklyn Community Boathouse",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:00:00.000000-0400,52,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Newtown Creek, Dutch Kills ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:25:00.000000-0400,2282,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Newtown Creek, Apollo Street",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:00:00.000000-0400,31,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"Newtown Creek, East Branch",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:13:00.000000-0400,158,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Newtown Creek, English Kills",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:45:00.000000-0400,2187,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"East River, India Street",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:36:00.000000-0400,0,1.66,0,0,0.63,0.45,0.58,0,0,"","Not Detected"
"East River, Marsha P Johnson State Park",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:28:00.000000-0400,0,1.66,0,0,0.63,0.45,0.58,0,0,"","Not Detected"
"Bushwick Inlet",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:31:00.000000-0400,52,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"East River, Bushwick Inlet Park Beach",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:31:00.000000-0400,199,1.66,0,0,0.63,0.45,0.58,0,0,"145 ","Unacceptable"
"East River, North 3rd Street",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:11:00.000000-0400,51,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"East River, Grand Ferry Park",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 12:13:00.000000-0400,63,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"East River, South 5th Street/Domino Park",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 12:01:00.000000-0400,74,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Wallabout Channel ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:05:00.000000-0400,161,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"East River, Pier 35 , Mid-Pier",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:36:00.000000-0400,52,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"East River, Pier 35 , End-Pier",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:41:00.000000-0400,31,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"East River, Brooklyn Bridge Beach ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:35:00.000000-0400,20,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"East River, Dumbo Cove",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:28:00.000000-0400,0,1.66,0,0,0.63,0.45,0.58,0,0,"","Not Detected"
"East River, Pier 2 Kayak Dock ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:53:00.000000-0400,0,1.66,0,0,0.63,0.45,0.58,0,0,"Processed by Billion Oyster Project","Not Detected"
"East River, Pier 4 Beach ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:01:00.000000-0400,98,1.66,0,0,0.63,0.45,0.58,0,0,"Processed by Billion Oyster Project","Fair"
"Buttermilk Channel, Valentino Pier",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:14:00.000000-0400,10,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"Gowanus Canal, Second Street Sponge Park",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:15:00.000000-0400,3873,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Gowanus Canal, Lowlands Nursery",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:43:00.000000-0400,5475,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Upper Harbor, Bush Terminal Park ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 07:20:00.000000-0400,41,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Upper Harbor, Bush Terminal Park ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 07:15:00.000000-0400,74,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Upper Harbor, Pier 69",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 13:30:00.000000-0400,52,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Prospect Park Lake",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 07:32:00.000000-0400,8164,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Jamaica Bay, Paerdegat Basin ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 13:46:00.000000-0400,10462,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Raritan Bay, Midlland Beach",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:18:00.000000-0400,99,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Raritan Bay, New Dorp Beach",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 11:37:00.000000-0400,53,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Raritan Bay, Oakwood Beach",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:45:00.000000-0400,20,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"Raritan Bay, Great Kills Beach",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 12:02:00.000000-0400,31,1.66,0,0,0.63,0.45,0.58,0,0,"","Good"
"Hackensack River, Ridgefield Park, NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:47:00.000000-0400,345,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Hackensack River, River Barge Park, Carlstadt NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:09:00.000000-0400,388,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Hackensack River, Laurel Hill Park, Secaucus NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:26:00.000000-0400,63,1.66,0,0,0.63,0.45,0.58,0,0,"","Fair"
"Hackensack River, Rutkowski Park, Bayonne NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:04:00.000000-0400,305,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Hackensack River, Bayonne City Park, Bayonne NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:27:00.000000-0400,173,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Rahway River, Riverfront Park",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:09:00.000000-0400,860,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Rahway River, Rahway Valley Sewerage Authority",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:29:00.000000-0400,3654,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Rahway River, Carteret Waterfront Park",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:56:00.000000-0400,556,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Raritan River, Riverside Park, Piscataway NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:06:00.000000-0400,512,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Raritan River, Rutgers Boathouse, New Brunswick NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 08:41:00.000000-0400,146,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Raritan River, Edison Boat Basin, Edison NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:06:00.000000-0400,457,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Raritan River, Ken Buchanan Park, Sayreville NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 09:46:00.000000-0400,588,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Raritan River, Second Street Park, Perth Amboy NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:46:00.000000-0400,120,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Raritan Bay, Waterfront Park, South Amboy, NJ",2023-07-06,2023,7,2023-07-06 11:33:00.000000-0400,2023-07-06 10:15:00.000000-0400,121,1.66,0,0,0.63,0.45,0.58,0,0,"","Unacceptable"
"Hudson River, JFK Marina",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:44:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"Hudson River, Yonkers Paddling and Rowing Club",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 12:28:00.000000-0400,63,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Saw Mill River, daylighted section",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:54:00.000000-0400,1780,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Bronx Kill, west end",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:51:00.000000-0400,199,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Bronx Kill, east end",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:38:00.000000-0400,52,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Harlem River, Little Hell Gate",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:01:00.000000-0400,520,0.98,0,0,0,0,0.98,0,0,"426 ","Unacceptable"
"Harlem River, Water's Edge Garden Beach",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:07:00.000000-0400,121,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Harlem River, Lincoln Avenue 2",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:37:00.000000-0400,73,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Hudson River, Pier 99 Boat Launch",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:57:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"Hudson River, Pier 96",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:58:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"Hudson River, Pier 84",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:46:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"Hudson River, 170th St. ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:15:00.000000-0400,75,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Hudson River, Pier 66",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:37:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"Hudson River, Gansevoort Peninsula, North",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 06:57:00.000000-0400,20,0.98,0,0,0,0,0.98,0,0,"","Good"
"Hudson River, Gansevoort Peninsula, South",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 07:04:00.000000-0400,74,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Hudson River, Gansevoort Peninsula South – Middle",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:49:00.000000-0400,31,0.98,0,0,0,0,0.98,0,0,"","Good"
"Hudson River, Gansevoort Peninsula South – Ramp",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:50:00.000000-0400,20,0.98,0,0,0,0,0.98,0,0,"","Good"
"Hudson River, Pier 40",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:03:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"Hudson River, Pier 26",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:13:00.000000-0400,20,0.98,0,0,0,0,0.98,0,0,"10 ","Good"
"Hudson River, Weehawken Cove, Hoboken NJ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:41:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"Hudson River, Pier 13, Hoboken, NJ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:35:00.000000-0400,20,0.98,0,0,0,0,0.98,0,0,"","Good"
"Hudson River, Hoboken Cove Beach, Hoboken NJ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:49:00.000000-0400,41,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Hudson River, Frank Sinatra Park, Hoboken NJ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:58:00.000000-0400,201,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"East River, MacNeil Park",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:25:00.000000-0400,148,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Flushing Bay, 28th Avenue ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:44:00.000000-0400,98,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Flushing Bay, World's Fair Marina Pier 1 East",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:36:00.000000-0400,148,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Flushing Bay, World's Fair Marina Boat Ramp",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:27:00.000000-0400,52,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Flushing Creek",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:44:00.000000-0400,657,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Kissena Lake",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:50:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"Meadow Lake ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 06:35:00.000000-0400,988,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Little Neck Bay",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:30:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"Newtown Creek, Second Street Kayak Launch",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:12:00.000000-0400,41,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Newtown Creek, North Brooklyn Community Boathouse",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:04:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"Newtown Creek, Dutch Kills ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:30:00.000000-0400,613,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Newtown Creek, Apollo Street",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:15:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"Newtown Creek, East Branch",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:45:00.000000-0400,31,0.98,0,0,0,0,0.98,0,0,"","Good"
"Newtown Creek, English Kills",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:45:00.000000-0400,288,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"East River, India Street",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 07:00:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"East River, Marsha P Johnson State Park",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 07:13:00.000000-0400,41,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Bushwick Inlet",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:00:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"East River, Bushwick Inlet Park Beach",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:40:00.000000-0400,63,0.98,0,0,0,0,0.98,0,0,"","Fair"
"East River, North 3rd Street",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:54:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"East River, Grand Ferry Park",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:00:00.000000-0400,41,0.98,0,0,0,0,0.98,0,0,"","Fair"
"East River, South 5th Street/Domino Park",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:32:00.000000-0400,31,0.98,0,0,0,0,0.98,0,0,"","Good"
"Wallabout Channel ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:30:00.000000-0400,41,0.98,0,0,0,0,0.98,0,0,"52 ","Fair"
"East River, Pier 35 , Mid-Pier",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:35:00.000000-0400,301,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"East River, Pier 35 , End-Pier",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:40:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"East River, Dumbo Cove",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:57:00.000000-0400,31,0.98,0,0,0,0,0.98,0,0,"","Good"
"East River, Pier 2 Kayak Dock ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:30:00.000000-0400,20,0.98,0,0,0,0,0.98,0,0,"","Good"
"East River, Pier 4 Beach ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:40:00.000000-0400,52,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Buttermilk Channel, Pier 101 ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:06:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"Processed by Billion Oyster Project","Not Detected"
"Buttermilk Channel, Valentino Pier",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:45:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
"Gowanus Canal, Lowlands Nursery",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:20:00.000000-0400,15531,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Upper Harbor, Bush Terminal Park ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 07:00:00.000000-0400,299,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Upper Harbor, Bush Terminal Park ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 07:05:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"Upper Harbor, Pier 69",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 07:30:00.000000-0400,20,0.98,0,0,0,0,0.98,0,0,"","Good"
"Prospect Park Lake",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 06:35:00.000000-0400,2613,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Jamaica Bay, Paerdegat Basin ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:00:00.000000-0400,209,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Raritan Bay, Midlland Beach",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 10:35:00.000000-0400,53,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Raritan Bay, New Dorp Beach",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:15:00.000000-0400,42,0.98,0,0,0,0,0.98,0,0,"","Fair"
"Raritan Bay, Oakwood Beach",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 11:30:00.000000-0400,10,0.98,0,0,0,0,0.98,0,0,"","Good"
"Raritan Bay, Great Kills Beach",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 12:00:00.000000-0400,20,0.98,0,0,0,0,0.98,0,0,"","Good"
"Hackensack River, Ridgefield Park, NJ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 08:43:00.000000-0400,168,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Hackensack River, River Barge Park, Carlstadt NJ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:09:00.000000-0400,146,0.98,0,0,0,0,0.98,0,0,"","Unacceptable"
"Hackensack River, Laurel Hill Park, Secaucus NJ",2023-07-13,2023,7,2023-07-13 05:37:00.000000-0400,2023-07-13 09:33:00.000000-0400,0,0.98,0,0,0,0,0.98,0,0,"","Not Detected"
